transaction_id,date,customer_id,product_name,category,quantity,unit_price,total_amount,region,sales_rep,quarter,month,year,discount_percent
TXN_196168,2025-03-02,Customer_029,Widget B,Tools,2,653.19,1306.38,West,Carol Davis,Q1,March,2025,0.0
TXN_626392,2024-11-21,Customer_048,Widget A,Tools,3,87.73,263.18,South,David Wilson,Q4,November,2024,0.0
TXN_434165,2024-10-11,Customer_013,Widget B,Electronics,4,165.45,661.79,East,Bob Smith,Q4,October,2024,5.7
TXN_895702,2025-01-19,Customer_091,Tool Lite,Electronics,3,114.88,344.65,West,David Wilson,Q1,January,2025,0.0
TXN_326130,2023-12-14,Customer_020,Widget A,Tools,4,1140.62,4562.47,Central,Eva Brown,Q4,December,2023,0.0
TXN_415779,2024-01-15,Customer_016,Gadget X,Electronics,1,384.68,384.68,North,Bob Smith,Q1,January,2024,0.0
TXN_216242,2025-06-22,Customer_064,Gadget Y,Electronics,1,424.89,424.89,Central,Eva Brown,Q2,June,2025,10.3
TXN_405420,2024-05-28,Customer_055,Tool Lite,Electronics,1,52.82,52.82,North,Eva Brown,Q2,May,2024,0.0
TXN_796643,2025-04-30,Customer_086,Gadget Y,Electronics,6,176.49,1058.93,North,Eva Brown,Q2,April,2025,0.0
TXN_631971,2023-12-02,Customer_065,Tool Pro,Accessories,4,658.78,2635.11,Central,Alice Johnson,Q4,December,2023,0.0
TXN_505674,2025-01-17,Customer_048,Widget A,Accessories,3,100.74,302.21,East,Alice Johnson,Q1,January,2025,0.0
TXN_868544,2023-12-02,Customer_085,Gadget X,Electronics,2,563.63,1127.26,North,Eva Brown,Q4,December,2023,0.0
TXN_469412,2024-08-29,Customer_070,Widget B,Electronics,4,374.0,1495.99,East,Bob Smith,Q3,August,2024,0.0
TXN_601776,2025-08-25,Customer_081,Gadget Y,Accessories,1,990.18,990.18,South,Bob Smith,Q3,August,2025,15.5
TXN_311383,2025-01-04,Customer_006,Widget A,Tools,1,183.76,183.76,South,Alice Johnson,Q1,January,2025,0.0
TXN_955015,2024-08-06,Customer_070,Tool Pro,Tools,5,34.62,173.11,West,Carol Davis,Q3,August,2024,12.9
TXN_787584,2024-07-12,Customer_043,Gadget X,Electronics,4,427.29,1709.17,East,Alice Johnson,Q3,July,2024,0.0
TXN_561097,2024-12-14,Customer_050,Gadget Y,Accessories,2,640.18,1280.35,East,Bob Smith,Q4,December,2024,0.0
TXN_379676,2025-02-14,Customer_011,Gadget X,Accessories,3,175.85,527.56,West,Alice Johnson,Q1,February,2025,0.0
TXN_436814,2024-03-26,Customer_014,Tool Pro,Tools,3,229.28,687.85,North,Carol Davis,Q1,March,2024,0.0
TXN_852524,2024-08-02,Customer_055,Gadget Y,Accessories,1,204.17,204.17,South,David Wilson,Q3,August,2024,0.0
TXN_744718,2023-11-06,Customer_056,Tool Lite,Tools,5,70.58,352.9,East,Alice Johnson,Q4,November,2023,12.8
TXN_812413,2024-09-30,Customer_021,Tool Pro,Accessories,1,304.08,304.08,North,Bob Smith,Q3,September,2024,0.0
TXN_232361,2025-08-18,Customer_009,Gadget Y,Electronics,2,76.7,153.4,South,Carol Davis,Q3,August,2025,0.0
TXN_260891,2025-04-26,Customer_087,Widget A,Accessories,4,67.31,269.24,West,Carol Davis,Q2,April,2025,0.0
TXN_655178,2023-12-11,Customer_047,Tool Pro,Electronics,1,968.95,968.95,West,Carol Davis,Q4,December,2023,0.0
TXN_871411,2024-06-05,Customer_024,Widget A,Electronics,1,52.37,52.37,West,Eva Brown,Q2,June,2024,0.0
TXN_912609,2025-04-21,Customer_034,Widget A,Tools,3,112.44,337.31,West,Bob Smith,Q2,April,2025,0.0
TXN_309902,2024-07-12,Customer_016,Tool Lite,Tools,1,155.24,155.24,South,Alice Johnson,Q3,July,2024,0.0
TXN_986593,2024-12-22,Customer_041,Widget A,Accessories,1,483.57,483.57,East,Alice Johnson,Q4,December,2024,0.0
TXN_846385,2024-07-17,Customer_091,Gadget X,Electronics,1,181.54,181.54,South,Carol Davis,Q3,July,2024,0.0
TXN_348235,2024-01-26,Customer_064,Widget B,Electronics,5,395.2,1976.01,North,Carol Davis,Q1,January,2024,0.0
TXN_236074,2024-10-05,Customer_079,Gadget Y,Accessories,6,67.32,403.93,North,Alice Johnson,Q4,October,2024,0.0
TXN_906527,2025-01-26,Customer_053,Tool Pro,Tools,4,44.17,176.66,Central,Alice Johnson,Q1,January,2025,6.3
TXN_813145,2023-12-08,Customer_067,Gadget Y,Tools,5,64.65,323.27,East,Bob Smith,Q4,December,2023,0.0
TXN_290802,2025-04-10,Customer_099,Tool Lite,Accessories,1,104.48,104.48,South,David Wilson,Q2,April,2025,0.0
TXN_260448,2023-11-19,Customer_039,Widget A,Accessories,1,645.46,645.46,South,Bob Smith,Q4,November,2023,0.0
TXN_644103,2025-09-19,Customer_037,Widget B,Tools,5,62.38,311.88,North,Carol Davis,Q3,September,2025,19.1
TXN_417534,2024-07-01,Customer_079,Widget B,Accessories,1,76.05,76.05,Central,Alice Johnson,Q3,July,2024,0.0
TXN_261684,2024-03-14,Customer_022,Tool Pro,Accessories,6,126.24,757.42,Central,Eva Brown,Q1,March,2024,0.0
TXN_185168,2025-04-23,Customer_006,Widget A,Electronics,4,287.38,1149.52,Central,Carol Davis,Q2,April,2025,0.0
TXN_770030,2025-05-01,Customer_004,Gadget Y,Accessories,3,71.94,215.82,West,Eva Brown,Q2,May,2025,19.1
TXN_525818,2025-01-30,Customer_039,Widget B,Accessories,4,119.86,479.46,West,Alice Johnson,Q1,January,2025,0.0
TXN_607774,2024-03-03,Customer_060,Gadget Y,Tools,3,80.48,241.43,South,Carol Davis,Q1,March,2024,0.0
TXN_869864,2024-08-09,Customer_045,Tool Lite,Tools,4,233.45,933.8,West,Bob Smith,Q3,August,2024,0.0
TXN_434617,2025-03-04,Customer_031,Tool Pro,Electronics,3,126.36,379.09,West,Alice Johnson,Q1,March,2025,5.0
TXN_502810,2024-01-01,Customer_079,Widget A,Tools,2,228.2,456.4,West,Bob Smith,Q1,January,2024,0.0
TXN_856157,2024-03-05,Customer_041,Gadget X,Accessories,3,103.77,311.3,South,Bob Smith,Q1,March,2024,0.0
TXN_423528,2025-03-04,Customer_064,Gadget Y,Tools,1,1385.32,1385.32,North,Alice Johnson,Q1,March,2025,0.0
TXN_325595,2025-02-22,Customer_075,Gadget Y,Electronics,5,105.41,527.03,East,Alice Johnson,Q1,February,2025,9.9
TXN_399628,2025-07-24,Customer_069,Tool Lite,Tools,1,1095.93,1095.93,North,Alice Johnson,Q3,July,2025,0.0
TXN_900961,2024-06-20,Customer_052,Tool Lite,Tools,1,338.74,338.74,East,Alice Johnson,Q2,June,2024,0.0
TXN_480133,2025-04-29,Customer_071,Tool Pro,Electronics,3,101.42,304.27,East,Alice Johnson,Q2,April,2025,0.0
TXN_965401,2024-12-28,Customer_080,Tool Pro,Tools,3,101.88,305.63,Central,Alice Johnson,Q4,December,2024,1.9
TXN_483366,2024-10-10,Customer_097,Gadget X,Accessories,6,67.87,407.19,South,Bob Smith,Q4,October,2024,0.0
TXN_147504,2024-11-08,Customer_005,Tool Pro,Electronics,3,794.25,2382.75,South,Carol Davis,Q4,November,2024,0.0
TXN_735710,2025-03-08,Customer_066,Gadget Y,Electronics,3,33.28,99.83,South,Carol Davis,Q1,March,2025,0.0
TXN_746447,2024-08-15,Customer_095,Widget B,Tools,6,160.5,963.01,East,Eva Brown,Q3,August,2024,0.0
TXN_843167,2025-02-26,Customer_073,Tool Pro,Tools,5,158.95,794.73,East,David Wilson,Q1,February,2025,0.0
TXN_214928,2024-10-05,Customer_054,Gadget X,Accessories,2,65.27,130.54,Central,Carol Davis,Q4,October,2024,0.0
TXN_725905,2025-08-28,Customer_061,Tool Lite,Electronics,7,62.03,434.19,East,Eva Brown,Q3,August,2025,0.0
TXN_278794,2023-11-15,Customer_068,Tool Pro,Tools,5,516.91,2584.53,Central,David Wilson,Q4,November,2023,13.6
TXN_215233,2023-10-26,Customer_025,Tool Pro,Accessories,1,177.3,177.3,North,David Wilson,Q4,October,2023,0.0
TXN_313795,2024-02-26,Customer_053,Gadget Y,Accessories,3,35.94,107.83,Central,Eva Brown,Q1,February,2024,0.0
TXN_643878,2023-11-26,Customer_027,Tool Lite,Electronics,2,34.79,69.58,Central,Carol Davis,Q4,November,2023,0.0
TXN_428993,2025-01-25,Customer_023,Tool Pro,Tools,5,80.31,401.55,West,Eva Brown,Q1,January,2025,0.0
TXN_813813,2024-09-20,Customer_083,Tool Lite,Accessories,1,160.25,160.25,East,Eva Brown,Q3,September,2024,0.0
TXN_412999,2024-06-02,Customer_029,Gadget X,Accessories,5,17.76,88.82,East,Carol Davis,Q2,June,2024,0.0
TXN_432441,2025-08-30,Customer_062,Tool Lite,Tools,2,24.39,48.78,East,Eva Brown,Q3,August,2025,0.0
TXN_701334,2024-06-30,Customer_087,Gadget X,Electronics,2,301.6,603.2,Central,David Wilson,Q2,June,2024,0.0
TXN_404561,2024-11-01,Customer_006,Gadget X,Electronics,2,347.38,694.75,East,Alice Johnson,Q4,November,2024,0.0
TXN_883641,2024-12-19,Customer_062,Tool Lite,Tools,3,25.73,77.19,South,Bob Smith,Q4,December,2024,0.0
TXN_384815,2024-06-27,Customer_018,Tool Pro,Accessories,3,182.82,548.47,North,Eva Brown,Q2,June,2024,0.0
TXN_802371,2024-05-26,Customer_068,Widget B,Electronics,2,52.86,105.72,South,Bob Smith,Q2,May,2024,8.3
TXN_908206,2025-01-19,Customer_018,Widget A,Accessories,2,90.23,180.47,North,Eva Brown,Q1,January,2025,0.0
TXN_598807,2024-03-03,Customer_062,Gadget Y,Accessories,4,14.35,57.42,South,Carol Davis,Q1,March,2024,0.0
TXN_783984,2025-07-16,Customer_074,Widget A,Electronics,6,104.45,626.7,South,Eva Brown,Q3,July,2025,0.0
TXN_978292,2023-11-01,Customer_023,Widget B,Tools,4,32.25,128.99,North,David Wilson,Q4,November,2023,0.0
TXN_139286,2024-04-01,Customer_002,Tool Lite,Tools,4,464.12,1856.47,East,Eva Brown,Q2,April,2024,0.0
TXN_772464,2024-09-01,Customer_070,Gadget X,Tools,4,30.62,122.48,Central,David Wilson,Q3,September,2024,0.0
TXN_386090,2024-02-08,Customer_025,Tool Pro,Tools,1,4135.94,4135.94,North,Carol Davis,Q1,February,2024,9.2
TXN_114768,2024-06-13,Customer_095,Tool Lite,Electronics,2,549.11,1098.21,East,Carol Davis,Q2,June,2024,0.0
TXN_997734,2024-04-08,Customer_082,Widget B,Accessories,3,681.83,2045.5,West,David Wilson,Q2,April,2024,0.0
TXN_200018,2023-12-21,Customer_024,Gadget Y,Accessories,4,58.7,234.79,South,David Wilson,Q4,December,2023,0.0
TXN_502206,2024-06-04,Customer_031,Widget A,Tools,2,1038.95,2077.91,West,Carol Davis,Q2,June,2024,0.0
TXN_700705,2024-07-29,Customer_002,Tool Pro,Accessories,2,207.1,414.2,East,Carol Davis,Q3,July,2024,0.0
TXN_588002,2023-11-26,Customer_040,Tool Lite,Electronics,2,119.8,239.6,South,David Wilson,Q4,November,2023,0.0
TXN_223119,2025-09-13,Customer_082,Gadget X,Accessories,2,146.1,292.19,East,Carol Davis,Q3,September,2025,0.0
TXN_260626,2024-05-05,Customer_059,Widget B,Tools,5,26.15,130.76,Central,Carol Davis,Q2,May,2024,0.0
TXN_940952,2025-04-08,Customer_086,Gadget Y,Accessories,2,404.18,808.35,South,Bob Smith,Q2,April,2025,0.0
TXN_568449,2025-05-26,Customer_068,Widget A,Accessories,4,706.45,2825.79,East,Alice Johnson,Q2,May,2025,0.0
TXN_630041,2024-01-16,Customer_026,Widget A,Accessories,6,21.54,129.27,Central,Eva Brown,Q1,January,2024,6.6
TXN_813341,2025-03-09,Customer_027,Gadget Y,Electronics,4,76.58,306.31,Central,David Wilson,Q1,March,2025,10.2
TXN_638179,2023-11-19,Customer_054,Gadget Y,Electronics,2,197.89,395.79,West,Eva Brown,Q4,November,2023,9.2
TXN_515182,2024-08-04,Customer_033,Tool Lite,Electronics,4,192.66,770.65,North,Bob Smith,Q3,August,2024,0.0
TXN_834406,2023-11-09,Customer_009,Gadget Y,Tools,1,179.79,179.79,Central,Alice Johnson,Q4,November,2023,0.0
TXN_401036,2023-12-03,Customer_053,Gadget Y,Electronics,4,37.7,150.8,South,Bob Smith,Q4,December,2023,0.0
TXN_501058,2025-07-16,Customer_058,Gadget Y,Tools,6,99.17,595.01,West,David Wilson,Q3,July,2025,19.3
TXN_464663,2025-03-29,Customer_016,Widget B,Accessories,6,569.39,3416.34,South,Eva Brown,Q1,March,2025,0.0
TXN_975373,2024-02-01,Customer_001,Tool Lite,Electronics,2,108.38,216.75,North,Carol Davis,Q1,February,2024,0.0
TXN_497700,2025-04-03,Customer_030,Gadget Y,Accessories,6,31.58,189.47,South,David Wilson,Q2,April,2025,0.0
TXN_902674,2024-07-02,Customer_015,Widget B,Accessories,2,810.02,1620.04,North,David Wilson,Q3,July,2024,0.0
TXN_170559,2023-10-10,Customer_013,Widget B,Electronics,2,352.36,704.73,Central,Alice Johnson,Q4,October,2023,0.0
TXN_356622,2025-08-12,Customer_095,Tool Lite,Electronics,4,85.39,341.55,North,David Wilson,Q3,August,2025,0.0
TXN_246942,2025-03-29,Customer_065,Widget B,Electronics,2,239.82,479.63,East,Bob Smith,Q1,March,2025,0.0
TXN_726962,2025-05-05,Customer_099,Gadget X,Accessories,1,1864.5,1864.5,East,Bob Smith,Q2,May,2025,0.0
TXN_331780,2024-02-17,Customer_053,Tool Lite,Accessories,2,305.71,611.43,East,Carol Davis,Q1,February,2024,19.0
TXN_547952,2024-03-21,Customer_072,Tool Lite,Accessories,1,183.68,183.68,West,Alice Johnson,Q1,March,2024,0.0
TXN_923975,2025-07-13,Customer_068,Tool Lite,Tools,2,74.9,149.79,East,David Wilson,Q3,July,2025,0.0
TXN_891062,2024-07-27,Customer_069,Gadget Y,Electronics,5,66.32,331.59,West,Bob Smith,Q3,July,2024,0.0
TXN_944917,2024-07-27,Customer_060,Tool Lite,Electronics,3,75.54,226.61,North,Eva Brown,Q3,July,2024,0.0
TXN_240606,2024-11-23,Customer_050,Tool Pro,Accessories,3,56.96,170.89,South,Carol Davis,Q4,November,2024,12.9
TXN_661654,2024-12-27,Customer_093,Gadget X,Electronics,2,43.26,86.52,South,Alice Johnson,Q4,December,2024,13.5
TXN_297303,2025-06-02,Customer_098,Widget A,Electronics,2,478.16,956.33,Central,Eva Brown,Q2,June,2025,4.2
TXN_322096,2024-08-29,Customer_025,Gadget X,Electronics,1,181.92,181.92,North,David Wilson,Q3,August,2024,0.0
TXN_314447,2025-09-05,Customer_051,Tool Pro,Accessories,3,74.65,223.94,South,Eva Brown,Q3,September,2025,0.0
TXN_659572,2024-07-09,Customer_084,Gadget Y,Tools,2,195.57,391.14,East,Carol Davis,Q3,July,2024,10.3
TXN_941814,2025-02-14,Customer_093,Gadget Y,Electronics,4,67.87,271.49,West,Carol Davis,Q1,February,2025,0.0
TXN_147936,2024-10-07,Customer_073,Gadget X,Tools,5,446.87,2234.36,South,Bob Smith,Q4,October,2024,11.1
TXN_537862,2025-05-14,Customer_038,Tool Pro,Accessories,5,110.8,553.98,South,Bob Smith,Q2,May,2025,0.0
TXN_623555,2024-10-16,Customer_071,Tool Pro,Electronics,3,506.84,1520.53,East,Carol Davis,Q4,October,2024,0.0
TXN_875520,2025-02-05,Customer_063,Tool Lite,Accessories,2,102.68,205.35,West,Bob Smith,Q1,February,2025,0.0
TXN_855303,2024-09-18,Customer_070,Widget B,Electronics,1,441.44,441.44,West,Bob Smith,Q3,September,2024,0.0
TXN_649395,2025-04-01,Customer_005,Tool Lite,Electronics,3,27.97,83.91,North,Alice Johnson,Q2,April,2025,0.0
TXN_342675,2024-11-19,Customer_009,Widget B,Accessories,1,198.49,198.49,South,Alice Johnson,Q4,November,2024,9.1
TXN_799143,2023-11-24,Customer_079,Tool Pro,Accessories,1,2574.82,2574.82,West,David Wilson,Q4,November,2023,10.6
TXN_655134,2024-11-18,Customer_093,Widget A,Electronics,2,538.17,1076.34,East,Eva Brown,Q4,November,2024,0.0
TXN_806774,2023-10-11,Customer_056,Tool Pro,Accessories,2,555.27,1110.53,South,Alice Johnson,Q4,October,2023,0.0
TXN_301255,2025-03-13,Customer_080,Widget B,Electronics,4,374.23,1496.91,Central,Carol Davis,Q1,March,2025,0.0
TXN_491172,2024-06-23,Customer_052,Gadget Y,Electronics,4,302.67,1210.69,West,Eva Brown,Q2,June,2024,13.9
TXN_785491,2024-07-27,Customer_084,Tool Lite,Electronics,3,455.25,1365.74,North,Alice Johnson,Q3,July,2024,0.0
TXN_158840,2024-10-14,Customer_082,Tool Pro,Tools,2,2364.98,4729.96,North,Bob Smith,Q4,October,2024,16.9
TXN_999636,2025-07-15,Customer_013,Gadget X,Accessories,3,44.62,133.86,Central,Alice Johnson,Q3,July,2025,18.0
TXN_384263,2025-09-01,Customer_006,Tool Pro,Tools,6,136.71,820.24,North,Carol Davis,Q3,September,2025,0.0
TXN_288066,2025-04-23,Customer_041,Tool Lite,Electronics,3,140.35,421.05,North,Bob Smith,Q2,April,2025,0.0
TXN_413814,2025-09-22,Customer_021,Gadget Y,Electronics,5,120.33,601.66,Central,Bob Smith,Q3,September,2025,0.0
TXN_447843,2024-10-26,Customer_050,Tool Lite,Accessories,4,29.45,117.78,South,Alice Johnson,Q4,October,2024,0.0
TXN_558320,2024-09-12,Customer_030,Widget A,Electronics,3,186.8,560.4,North,Carol Davis,Q3,September,2024,0.0
TXN_911131,2025-06-13,Customer_042,Tool Pro,Tools,3,496.25,1488.75,North,Carol Davis,Q2,June,2025,0.0
TXN_473095,2024-12-28,Customer_071,Gadget Y,Electronics,4,332.75,1330.98,West,David Wilson,Q4,December,2024,11.7
TXN_409727,2024-10-17,Customer_032,Widget A,Accessories,3,88.11,264.33,North,Alice Johnson,Q4,October,2024,7.6
TXN_508548,2025-07-04,Customer_041,Widget B,Accessories,3,61.34,184.03,East,Alice Johnson,Q3,July,2025,18.9
TXN_207197,2024-12-22,Customer_017,Gadget X,Tools,4,175.51,702.03,North,Bob Smith,Q4,December,2024,0.0
TXN_527865,2025-04-16,Customer_014,Tool Pro,Accessories,4,272.66,1090.64,North,Alice Johnson,Q2,April,2025,0.0
TXN_922543,2023-12-28,Customer_042,Tool Pro,Accessories,3,367.95,1103.84,West,Alice Johnson,Q4,December,2023,7.8
TXN_354533,2023-12-19,Customer_074,Tool Lite,Accessories,1,241.62,241.62,Central,Bob Smith,Q4,December,2023,0.0
TXN_415759,2024-03-15,Customer_035,Widget B,Tools,6,868.22,5209.29,West,Bob Smith,Q1,March,2024,8.7
TXN_920685,2024-11-28,Customer_010,Gadget X,Tools,1,520.78,520.78,East,Carol Davis,Q4,November,2024,0.0
TXN_746624,2025-06-25,Customer_026,Gadget Y,Accessories,5,299.76,1498.78,West,Alice Johnson,Q2,June,2025,0.1
TXN_498343,2024-11-02,Customer_043,Gadget X,Accessories,1,238.39,238.39,West,Carol Davis,Q4,November,2024,0.0
TXN_415029,2025-07-21,Customer_042,Tool Pro,Electronics,6,41.58,249.49,Central,Bob Smith,Q3,July,2025,0.0
TXN_405605,2024-03-23,Customer_095,Gadget Y,Tools,1,957.53,957.53,West,Eva Brown,Q1,March,2024,0.0
TXN_956156,2024-08-22,Customer_051,Gadget Y,Tools,4,180.51,722.05,East,Alice Johnson,Q3,August,2024,0.0
TXN_288667,2024-04-15,Customer_088,Tool Pro,Accessories,1,147.62,147.62,Central,Alice Johnson,Q2,April,2024,0.0
TXN_559753,2025-01-08,Customer_038,Tool Lite,Electronics,1,79.78,79.78,North,David Wilson,Q1,January,2025,0.0
TXN_353777,2024-02-13,Customer_033,Tool Lite,Tools,3,50.77,152.31,South,David Wilson,Q1,February,2024,0.0
TXN_602514,2023-12-08,Customer_075,Gadget Y,Accessories,4,283.58,1134.34,West,Eva Brown,Q4,December,2023,0.0
TXN_138551,2025-09-01,Customer_047,Gadget Y,Accessories,1,125.22,125.22,Central,Eva Brown,Q3,September,2025,0.0
TXN_789545,2023-12-20,Customer_086,Widget A,Electronics,5,5.93,29.67,East,Bob Smith,Q4,December,2023,0.0
TXN_810380,2023-11-08,Customer_083,Tool Pro,Accessories,3,96.62,289.87,West,Carol Davis,Q4,November,2023,0.0
TXN_203396,2024-12-07,Customer_034,Widget A,Electronics,1,496.45,496.45,South,Eva Brown,Q4,December,2024,0.0
TXN_703178,2025-04-17,Customer_029,Tool Pro,Accessories,3,83.84,251.51,West,Carol Davis,Q2,April,2025,0.0
TXN_624776,2025-08-19,Customer_020,Tool Pro,Accessories,2,132.35,264.7,East,Alice Johnson,Q3,August,2025,0.0
TXN_221707,2024-07-22,Customer_094,Gadget Y,Electronics,2,119.2,238.39,South,Carol Davis,Q3,July,2024,0.0
TXN_606384,2025-01-02,Customer_045,Widget B,Accessories,4,79.56,318.25,West,Alice Johnson,Q1,January,2025,0.0
TXN_170437,2025-09-06,Customer_039,Gadget Y,Tools,2,180.78,361.55,North,Alice Johnson,Q3,September,2025,6.9
TXN_876459,2024-01-13,Customer_032,Tool Lite,Electronics,4,49.31,197.23,Central,Bob Smith,Q1,January,2024,0.0
TXN_584498,2024-08-27,Customer_030,Tool Pro,Tools,5,39.87,199.35,West,Bob Smith,Q3,August,2024,13.1
TXN_743937,2024-11-02,Customer_026,Widget A,Accessories,1,647.26,647.26,West,Eva Brown,Q4,November,2024,0.0
TXN_315780,2023-09-28,Customer_036,Tool Lite,Electronics,2,303.89,607.78,North,Eva Brown,Q3,September,2023,17.4
TXN_306647,2024-04-02,Customer_059,Gadget X,Tools,2,128.67,257.35,North,Carol Davis,Q2,April,2024,0.0
TXN_428628,2025-02-06,Customer_077,Tool Pro,Accessories,1,707.55,707.55,West,Eva Brown,Q1,February,2025,0.0
TXN_986589,2024-01-18,Customer_059,Gadget X,Tools,4,493.77,1975.07,Central,Bob Smith,Q1,January,2024,0.0
TXN_718836,2025-09-15,Customer_011,Gadget X,Accessories,2,18.99,37.98,South,Carol Davis,Q3,September,2025,6.1
TXN_248225,2024-03-29,Customer_066,Gadget X,Accessories,3,48.99,146.98,West,David Wilson,Q1,March,2024,0.0
TXN_294776,2025-05-04,Customer_063,Gadget Y,Tools,1,150.63,150.63,Central,Bob Smith,Q2,May,2025,0.0
TXN_296187,2025-02-06,Customer_041,Gadget X,Electronics,3,196.51,589.53,West,Eva Brown,Q1,February,2025,7.2
TXN_304607,2023-10-03,Customer_050,Gadget Y,Electronics,3,93.78,281.33,Central,Eva Brown,Q4,October,2023,0.0
TXN_535820,2024-11-15,Customer_091,Tool Lite,Tools,1,699.69,699.69,West,David Wilson,Q4,November,2024,11.3
TXN_388204,2024-05-06,Customer_029,Gadget X,Electronics,2,219.25,438.49,Central,Carol Davis,Q2,May,2024,9.1
TXN_218710,2025-02-12,Customer_074,Tool Pro,Accessories,4,292.16,1168.65,North,Carol Davis,Q1,February,2025,0.0
TXN_896922,2024-10-03,Customer_093,Tool Pro,Electronics,6,16.17,97.0,West,Eva Brown,Q4,October,2024,8.5
TXN_133796,2025-07-24,Customer_058,Widget B,Tools,3,164.36,493.07,East,Carol Davis,Q3,July,2025,0.0
TXN_913308,2023-12-22,Customer_031,Gadget Y,Electronics,3,125.08,375.25,South,Eva Brown,Q4,December,2023,0.0
TXN_548965,2025-09-20,Customer_022,Tool Pro,Accessories,2,141.46,282.91,Central,Bob Smith,Q3,September,2025,0.0
TXN_467856,2024-04-22,Customer_069,Widget A,Accessories,6,81.43,488.59,East,Eva Brown,Q2,April,2024,0.0
TXN_403387,2024-08-20,Customer_074,Tool Lite,Tools,3,136.93,410.8,East,Eva Brown,Q3,August,2024,0.0
TXN_886530,2025-08-19,Customer_053,Widget A,Electronics,3,440.88,1322.64,North,Carol Davis,Q3,August,2025,0.0
TXN_361805,2024-01-31,Customer_019,Tool Lite,Electronics,5,688.03,3440.17,East,Bob Smith,Q1,January,2024,0.0
TXN_249077,2025-08-16,Customer_074,Gadget Y,Tools,4,263.52,1054.1,East,David Wilson,Q3,August,2025,0.0
TXN_522419,2023-12-10,Customer_066,Tool Lite,Electronics,3,87.0,260.99,East,Carol Davis,Q4,December,2023,0.0
TXN_102593,2025-02-04,Customer_100,Gadget X,Accessories,4,45.85,183.38,North,David Wilson,Q1,February,2025,0.0
TXN_934328,2025-09-07,Customer_069,Gadget X,Electronics,5,37.46,187.28,West,Bob Smith,Q3,September,2025,0.0
TXN_438548,2024-04-27,Customer_037,Gadget Y,Tools,1,86.86,86.86,East,Eva Brown,Q2,April,2024,0.0
TXN_815707,2025-04-25,Customer_098,Gadget Y,Tools,2,661.51,1323.03,North,Alice Johnson,Q2,April,2025,15.7
TXN_999312,2025-01-06,Customer_021,Widget A,Electronics,4,48.49,193.96,West,David Wilson,Q1,January,2025,19.2
TXN_781571,2024-04-18,Customer_039,Tool Lite,Electronics,1,702.32,702.32,South,Carol Davis,Q2,April,2024,7.2
TXN_780432,2023-12-17,Customer_022,Gadget X,Accessories,8,128.37,1026.97,North,David Wilson,Q4,December,2023,0.0
TXN_787326,2025-09-09,Customer_012,Widget B,Tools,1,108.12,108.12,North,Alice Johnson,Q3,September,2025,1.6
TXN_813013,2025-05-23,Customer_057,Widget B,Accessories,3,406.86,1220.58,North,Alice Johnson,Q2,May,2025,0.0
TXN_238595,2024-01-25,Customer_062,Gadget Y,Accessories,1,286.14,286.14,North,Bob Smith,Q1,January,2024,0.0
TXN_485416,2024-01-06,Customer_039,Widget A,Tools,4,78.72,314.87,South,David Wilson,Q1,January,2024,0.0
TXN_249792,2024-02-07,Customer_009,Tool Lite,Accessories,1,312.38,312.38,Central,Eva Brown,Q1,February,2024,13.0
TXN_323404,2024-12-17,Customer_081,Gadget X,Accessories,2,637.71,1275.42,South,David Wilson,Q4,December,2024,0.0
TXN_205345,2024-12-20,Customer_018,Widget B,Electronics,2,154.85,309.7,North,Eva Brown,Q4,December,2024,0.0
TXN_929504,2024-09-17,Customer_018,Gadget Y,Tools,3,20.41,61.24,South,Carol Davis,Q3,September,2024,0.0
TXN_729153,2024-06-04,Customer_093,Tool Pro,Accessories,1,449.98,449.98,Central,Carol Davis,Q2,June,2024,0.0
TXN_416302,2025-08-31,Customer_027,Widget A,Accessories,2,365.21,730.43,Central,Eva Brown,Q3,August,2025,0.0
TXN_157219,2024-10-29,Customer_031,Gadget X,Accessories,2,1115.96,2231.91,West,David Wilson,Q4,October,2024,10.0
TXN_112653,2025-05-24,Customer_047,Widget A,Accessories,2,151.45,302.89,East,Bob Smith,Q2,May,2025,0.0
TXN_672896,2025-04-28,Customer_088,Gadget Y,Tools,1,1289.33,1289.33,South,David Wilson,Q2,April,2025,0.0
TXN_170813,2023-12-07,Customer_002,Widget A,Accessories,5,136.74,683.7,East,Bob Smith,Q4,December,2023,1.2
TXN_759104,2024-11-04,Customer_092,Tool Pro,Tools,5,298.96,1494.82,Central,David Wilson,Q4,November,2024,0.0
TXN_662628,2024-11-08,Customer_069,Widget A,Accessories,3,593.21,1779.64,Central,Bob Smith,Q4,November,2024,6.2
TXN_662445,2025-02-28,Customer_042,Widget B,Electronics,6,309.41,1856.48,West,Eva Brown,Q1,February,2025,0.0
TXN_169326,2025-07-20,Customer_040,Tool Lite,Accessories,2,60.61,121.21,West,Bob Smith,Q3,July,2025,1.7
TXN_742039,2024-12-11,Customer_078,Widget A,Tools,1,637.13,637.13,North,Carol Davis,Q4,December,2024,0.0
TXN_225245,2025-07-28,Customer_002,Tool Lite,Electronics,3,70.03,210.09,South,Alice Johnson,Q3,July,2025,19.1
TXN_371840,2025-03-12,Customer_022,Tool Pro,Accessories,2,151.4,302.79,East,Bob Smith,Q1,March,2025,0.0
